"plate","ssn","model","color"
"19ط74816874","210260256108006","لامبورگینی","نقره‌ای"
"65ب62152784","962153301958248","تیوتا","زرد"
"44ق22317435","169906638553396","رانا","سیاه"
"37س70705010","169906638553396","پژو","زیتونی"
"39ق1401668","719091161093408","دنا","ارغوانی"
"77س91985742","49837783401918","رانا","سبز"
"40ی25321799","49837783401918","پراید","نقره‌ای"
"44ط16936972","49837783401918","پژو","ارغوانی"
"16ق26998407","83325295054199","هیوندا","سبز"
"49ج58585573","83325295054199","هیوندا","آبی کاربنی"
"16ج7535979","83325295054199","دنا","خاکستری"
"51ی13053904","981626316924198","رانا","آبی"
"57س52949995","981626316924198","هیوندا","زیتونی"
"76و93802893","981626316924198","هیوندا","عنابی"
"34ج8263560","127886510947325","تیوتا","ارغوانی"
"96ج51966670","127886510947325","رانا","نقره‌ای"
"10ی42015053","127886510947325","هیوندا","سیاه"
"80ط00570840","218329532214416","هیوندا","سیاه"
"73ق83798594","218329532214416","پراید","سبز دودی"
"69ی47688169","181091512212011","تیوتا","فیروزه‌ای"
"31ق51614507","181091512212011","پراید","نقره‌ای"
"50و7483910","795961975649681","پراید","سیاه"
"34ب21358852","795961975649681","هیوندا","آهکی"
"82س6746874","795961975649681","پژو","بنفش"
"94ی56005144","939248087873717","دنا","سفید"
"11ط65375090","598973293110750","رانا","سبز"
"99ب55555927","808987160856591","دنا","عنابی"
"63ق14963811","933440572576221","تیوتا","آهکی"
"92ی7181363","248216053450020","هیوندا","زیتونی"
"63ج04666402","248216053450020","هیوندا","نقره‌ای"
"35ج12864811","248216053450020","هیوندا","آبی"
"42ب18242944","850224034836060","لامبورگینی","بنفش"
"33ب66244357","850224034836060","هیوندا","آبی"
"79ط70076848","999224562156039","لامبورگینی","عنابی"
"75ی14053150","42575305259411","پراید","خاکستری"
"89ب96892863","158949521033772","دنا","سفید"
"16س63386251","158949521033772","پژو","خاکستری"
"22ر34351334","576621819443629","لامبورگینی","فیروزه‌ای"
"48ط37354247","576621819443629","رانا","خاکستری"
"89و52425134","876554253155168","پراید","بنفش"
"10س14912353","876554253155168","پژو","بنفش"
"95ب44295355","296652877756574","پژو","سبز دودی"
"23ط90167516","296652877756574","لامبورگینی","سبز"
"36و00816606","469650233961315","پراید","سبز دودی"
"82ط68845278","469650233961315","لامبورگینی","بنفش"
"39ر85807624","368035309816020","پژو","آبی"
"52س86042266","368035309816020","دنا","زیتونی"
"83ج37838496","368035309816020","رانا","خاکستری"
"71و71440302","385109170564651","پژو","نقره‌ای"
"83ق22350446","385109170564651","دنا","سیاه"
"42و49260139","497599058395396","لامبورگینی","نقره‌ای"
"96ی14701214","277406883955220","تیوتا","زیتونی"
"65ب02091334","10550549556022","پژو","سبز"
"33ب26245514","480970428157590","لامبورگینی","خاکستری"
"69ب06608125","480970428157590","دنا","زرد"
"11س14706964","480970428157590","پراید","فیروزه‌ای"
"61س79167532","191383250390194","پژو","نقره‌ای"
"63ی90038239","191383250390194","لامبورگینی","خاکستری"
"91ر69100411","969301463000979","لامبورگینی","زیتونی"
"77ب20145464","104738784259249","لامبورگینی","زرد"
"19س62078059","104738784259249","پژو","فیروزه‌ای"
"75و79609810","104738784259249","تیوتا","آهکی"
"37ر20481478","634672965856279","تیوتا","عنابی"
"32ج53847940","634672965856279","هیوندا","نقره‌ای"
"11ب592247","535619834688132","رانا","عنابی"
"81ی47210204","535619834688132","رانا","آهکی"
"75ج97204092","535619834688132","رانا","فیروزه‌ای"
"63و5445680","100383684208369","تیوتا","زیتونی"
"49ق89709452","100383684208369","پژو","ارغوانی"
"30ج4727034","100383684208369","پژو","فیروزه‌ای"
"92س76919359","818108863950123","هیوندا","ارغوانی"
"73ر47465356","515351773293946","دنا","آهکی"
"99ق3677371","515351773293946","دنا","خاکستری"
"93س61237103","220823191773694","پژو","سبز دودی"
"78ی69596090","220823191773694","پراید","آبی"
"61ر443673","716710508051369","دنا","نقره‌ای"
"19ر62560648","716710508051369","پژو","آهکی"
"81س40615688","400414922600408","رانا","فیروزه‌ای"
"53و96723777","260308797133672","تیوتا","آبی"
"78ب69333598","196023895128851","دنا","خاکستری"
"87ق74198987","125287823440347","پژو","خاکستری"
"95ق03613352","968854827116231","هیوندا","آهکی"
"55ط37204143","968854827116231","هیوندا","عنابی"
"35ب97799131","273600036756002","تیوتا","سفید"
"90ی41354276","273600036756002","لامبورگینی","زیتونی"
"26ر04054663","801769356464990","تیوتا","آهکی"
"74ی00856566","801769356464990","تیوتا","سبز"
"20ج60139137","801769356464990","پژو","آهکی"
"32ر11774884","612103556497142","پراید","زرد"
"39ر90352756","427785255702114","پراید","زیتونی"
"83و90399947","427785255702114","پژو","آبی کاربنی"
"60و31829736","427785255702114","لامبورگینی","خاکستری"
"51ر58543654","391246772141594","رانا","سفید"
"31ط99816019","391246772141594","دنا","سیاه"
"27ی0703206","391246772141594","رانا","سبز"
"67ب63994155","616445142229642","تیوتا","زرد"
"28ب76813058","616445142229642","رانا","آهکی"
"44ج96279484","616445142229642","دنا","آبی"
"44ط10165185","873089568734948","دنا","زیتونی"
"43ب6150707","727362005411266","پراید","زیتونی"
"84ج17744298","727362005411266","رانا","سبز دودی"
"15ط48018569","727362005411266","دنا","فیروزه‌ای"
"13ی99522916","811791968759686","رانا","زیتونی"
"12ق85756762","12935123177709","تیوتا","سبز دودی"
"65ق76698789","660205224542758","تیوتا","عنابی"
"53ب16692976","660205224542758","رانا","نقره‌ای"
"71ق33225397","660205224542758","لامبورگینی","نقره‌ای"
"51س03917158","415237814256255","پژو","فیروزه‌ای"
"69س20209126","415237814256255","لامبورگینی","زرد"
"18ب03631636","329915979777075","پژو","آهکی"
"13ر04284047","329915979777075","دنا","سبز"
"13ب8177119","329915979777075","پراید","نقره‌ای"
"88ب01759119","580801395921105","تیوتا","نقره‌ای"
"94س58425813","580801395921105","دنا","بنفش"
"77ق67436119","580801395921105","تیوتا","سفید"
"55ط41655091","206376154946215","هیوندا","فیروزه‌ای"
"25س96122326","206376154946215","پراید","بنفش"
"37ی74095475","206376154946215","دنا","آبی"
"16ج26908504","995190682768995","رانا","نقره‌ای"
"14ط91951308","995190682768995","پراید","سبز"
"81ر08212784","995190682768995","هیوندا","زرد"
"21ط20198940","88359256796402","دنا","بنفش"
"36و56054774","909884091688476","دنا","آبی"
"43و59007006","909884091688476","هیوندا","سبز دودی"
"47ج08914728","909884091688476","تیوتا","سبز"
"11ج06248937","412245095723669","پژو","نقره‌ای"
"54ی89076718","441996314174868","تیوتا","بنفش"
"49و65053790","441996314174868","پژو","بنفش"
"52ی65902041","650912181173221","پژو","آبی"
"28ط62162450","650912181173221","رانا","خاکستری"
"32ر87028421","650912181173221","هیوندا","بنفش"
"41ی86181746","281097765107362","هیوندا","سبز دودی"
"44ر99453387","896863409695171","رانا","سفید"
"86و00467381","896863409695171","لامبورگینی","آبی کاربنی"
"84ج48595387","896863409695171","لامبورگینی","زیتونی"
"91ر98120741","582429547959530","پراید","سبز دودی"
"29س92409161","582429547959530","دنا","خاکستری"
"23ر55695755","582429547959530","پژو","آهکی"
"31و16409206","294125901041239","دنا","سبز"
"39و64776571","294125901041239","دنا","عنابی"
"74ر44234794","639160944944068","تیوتا","زرد"
"51ر68076431","639160944944068","رانا","آبی کاربنی"
"40ی98980883","639160944944068","پراید","سیاه"
"16و7431360","515293366926508","لامبورگینی","سفید"
"75ر79233588","515293366926508","پراید","آهکی"
"55ج55708295","782187201806606","تیوتا","زیتونی"
"85ط51269057","987789668424931","تیوتا","آهکی"
"30ط21679063","987789668424931","دنا","آهکی"
"19س43141394","133753964994403","پراید","زیتونی"
"49س00492531","133753964994403","لامبورگینی","سیاه"
"22ی08076263","133753964994403","پراید","آبی کاربنی"
"30ر19052484","682776191545703","لامبورگینی","عنابی"
"98ق98419005","682776191545703","هیوندا","زیتونی"
"41س72406267","682776191545703","رانا","بنفش"
"57ر57239551","655128149415555","رانا","سفید"
"13ط95026954","655128149415555","لامبورگینی","آهکی"
"24س72153601","864085800172603","تیوتا","نقره‌ای"
"11س66274543","864085800172603","پژو","زیتونی"
"97ط30065067","829212553821642","پراید","آبی"
"32ج28288278","429816698006329","رانا","فیروزه‌ای"
"18ط60982771","429816698006329","پراید","بنفش"
"36ر47636195","745110710988935","دنا","نقره‌ای"
"18ط31916178","745110710988935","هیوندا","بنفش"
"24و72674453","745110710988935","تیوتا","زیتونی"
"23ط3608923","119522452927985","پراید","فیروزه‌ای"
"61ق62004651","119522452927985","رانا","عنابی"
"79و56491372","927628212784010","دنا","آبی کاربنی"
"42س16563548","927628212784010","لامبورگینی","آبی"
"59ق54746797","927628212784010","دنا","بنفش"
"30و96012858","553475200693721","پراید","آبی کاربنی"
"74س1852909","47196088453080","پژو","ارغوانی"
"19ق69450819","185585869417901","پراید","ارغوانی"
"58و11059947","185585869417901","پراید","زیتونی"
"76و27018185","379677584689950","هیوندا","عنابی"
"61ط90864609","868132107932915","تیوتا","فیروزه‌ای"
"22س60614405","868132107932915","رانا","سبز دودی"
"26ر4975302","675019123388812","هیوندا","ارغوانی"
"56و1916105","675019123388812","هیوندا","آبی"
"75و68288423","736164046778212","لامبورگینی","ارغوانی"
"79ب26267057","736164046778212","لامبورگینی","سیاه"
"78و20574590","121174754715958","پراید","سیاه"
"63ی22424900","6934307131280","دنا","عنابی"
"18ج95323123","6934307131280","دنا","آبی کاربنی"
"16ج08500596","324349860440628","هیوندا","عنابی"
"65ق72742339","324349860440628","پژو","سفید"
"49ط57818926","324349860440628","پراید","زیتونی"
"34س96580385","706899844163774","تیوتا","آبی کاربنی"
"55ق51206333","706899844163774","پژو","سفید"
"85ی18947820","706899844163774","دنا","آهکی"
"51ر25094550","713264306317841","هیوندا","نقره‌ای"
"96و22797389","713264306317841","پژو","سبز دودی"
"19ی91503570","862693412220618","دنا","ارغوانی"
"25س54179346","862693412220618","دنا","سبز دودی"
"63و92316739","123578001320393","رانا","نقره‌ای"
"85ی32868088","123578001320393","هیوندا","آهکی"
"87ق79767969","123578001320393","دنا","سبز"
"30ب7212429","406614001362957","دنا","بنفش"
"14ج36625882","879368785397613","تیوتا","آهکی"
"58ب84554038","879368785397613","رانا","آهکی"
"90و47175086","185579561230077","پژو","بنفش"
"25ق9010039","639856064339609","پراید","نقره‌ای"
"43ب25653684","639856064339609","لامبورگینی","سفید"
"47و19433404","639856064339609","هیوندا","سبز دودی"
"77و03784293","542936220855978","رانا","فیروزه‌ای"
"58و87671773","542936220855978","پراید","عنابی"
"64س4787227","542936220855978","رانا","عنابی"
