"ssn","number","operator"
"704941805881373","09463688637","همراه اول"
"216808346166379","09565545820","همراه اول"
"819518275687804","09403304340","رایتل"
"997454395958294","09103803779","رایتل"
"67990932113446","09540438635","همراه اول"
"509513044068115","09580022372","رایتل"
"712300721929437","09127571706","ایرانسل"
"508768775431011","09656271967","رایتل"
"281924969282490","09354961635","همراه اول"
"625612010694301","09860733597","ایرانسل"
"903748202653601","09230534024","همراه اول"
"822092573029813","09556982871","رایتل"
"62292048798909","09540407789","همراه اول"
"820075797873737","09380996635","رایتل"
"752691785682705","09533945092","همراه اول"
"998520373519570","09296414030","همراه اول"
"97847409316961","09720799975","ایرانسل"
"242186428345243","09636662355","ایرانسل"
"79275727748465","09785278979","رایتل"
"222478376483444","09713487887","رایتل"
"691751663422821","09755113418","همراه اول"
"309496702034363","09669696468","همراه اول"
"763952318258812","09815779705","ایرانسل"
"18688390403361","09845333969","ایرانسل"
"107452505225787","09466197463","همراه اول"
"446188514306353","09433949809","همراه اول"
"350653600868300","09221493937","رایتل"
"155572804749213","09449968333","ایرانسل"
"782624728517308","09478189244","همراه اول"
"273250174502243","09110084790","همراه اول"
"896972167371629","09196272523","رایتل"
"77869787991681","09986207138","ایرانسل"
"266379895072384","09511381288","همراه اول"
"160550551297128","09120481012","ایرانسل"
"915301009712374","09499853902","رایتل"
"705828086990086","09864548408","رایتل"
"691885231648047","09867235373","ایرانسل"
"134987251287376","09929764803","ایرانسل"
"154608353947109","09744005553","ایرانسل"
"288507068888799","09468875140","رایتل"
"810074664732139","09143814276","رایتل"
"273690356812629","09566896337","همراه اول"
"363561749000220","09757273168","ایرانسل"
"859611238633351","09877281412","همراه اول"
"645448799963813","09407688788","ایرانسل"
"58950001360165","09550329674","رایتل"
"417974035949862","09954031515","همراه اول"
"17385822473472","09234733653","همراه اول"
"293297646289146","09912903201","همراه اول"
"255045123808071","09490848401","همراه اول"
"387667697927236","09910884426","همراه اول"
"391659949682204","09534376699","همراه اول"
"808892415725163","09543922152","ایرانسل"
"906563704545152","09105920365","همراه اول"
"370699321826115","09393745627","ایرانسل"
"938959318614752","09814564073","همراه اول"
"729000247947561","09356850686","ایرانسل"
"767775480078670","09342061380","همراه اول"
"16576571713983","09158050170","ایرانسل"
"438131088397985","09393475828","ایرانسل"
"306782776165622","09571469562","همراه اول"
"435896315447787","09915039251","رایتل"
"830943065747070","09389472004","همراه اول"
"979845714616864","09996888658","همراه اول"
"665765039727752","09552344134","همراه اول"
"346483822948543","09232439678","همراه اول"
"587217419361025","09124268713","همراه اول"
"300064186033272","09367597950","ایرانسل"
"666558921860969","09349841216","همراه اول"
"952184383508202","09954194455","ایرانسل"
"868888665803354","09345177219","همراه اول"
"302945695408237","09940119823","ایرانسل"
"933076349893321","09172043194","ایرانسل"
"559244333641664","09428789272","رایتل"
"385156566831926","09406443326","همراه اول"
"117869738632926","09776093699","ایرانسل"
"599952307448687","09181303545","همراه اول"
"661419223250850","09832695495","همراه اول"
"927250205417406","09703127033","همراه اول"
"292764008553397","09807207826","ایرانسل"
"394477079695463","09445125218","ایرانسل"
"207459044556405","09495010720","ایرانسل"
"122277900037828","09240477482","رایتل"
"131275908379709","09939592129","همراه اول"
"511535867138187","09343952383","رایتل"
"634898519926744","09308966344","ایرانسل"
"522088235603829","09929136201","رایتل"
"32551426467717","09304614636","ایرانسل"
"658175959468882","09467890038","همراه اول"
"341538202784856","09772706449","ایرانسل"
"617562516598318","09447904207","همراه اول"
"298798951033001","09471428706","ایرانسل"
"896899344641455","09519369319","همراه اول"
"601269632154898","09497193148","رایتل"
"124478158650319","09447886079","ایرانسل"
"677275332540048","09505722198","رایتل"
"942478784918969","09741148225","رایتل"
"998984459516849","09185236300","ایرانسل"
"533458177997370","09752030483","رایتل"
"602371426944736","09298209240","رایتل"
"320030600778521","09568265319","رایتل"
"337943295919492","09929847932","همراه اول"
"385671865073981","09794031431","رایتل"
"57816792149169","09356655823","همراه اول"
"954729352449749","09622732284","رایتل"
"550237381109607","09276639305","رایتل"
"614890493684625","09630533469","رایتل"
"904928100193849","09999277672","ایرانسل"
"991976976486660","09977953016","همراه اول"
"596027787840304","09359884739","همراه اول"
"940730927103766","09848773503","ایرانسل"
"588330824271499","09245820641","رایتل"
"486833160898316","09479652073","ایرانسل"
"947242093018124","09735108260","همراه اول"
"905290784449649","09943812175","ایرانسل"
"961168905364065","09392264939","رایتل"
"896577108444969","09182880895","همراه اول"
"702290363645730","09793588288","رایتل"
"766955158329501","09495317443","ایرانسل"
"574580004535700","09236126560","رایتل"
"751614182240226","09740950800","همراه اول"
"739053912076365","09764219277","همراه اول"
"923330531507772","09418318215","رایتل"
"465213554593415","09338927486","ایرانسل"
"319095296704101","09629969486","ایرانسل"
"741228333490227","09876272126","همراه اول"
"943380406058877","09594682971","رایتل"
"191421887986008","09326767389","رایتل"
"610740450197605","09707921986","ایرانسل"
"836363400022592","09874682045","همراه اول"
"587492833176184","09479184402","همراه اول"
"344618519952953","09515065827","رایتل"
"704321004967787","09378557151","رایتل"
"177777192905889","09995031501","همراه اول"
"644926831637087","09283432898","ایرانسل"
"190075380355967","09516858579","ایرانسل"
"190749079437078","09322406908","همراه اول"
"809972850034854","09254215868","رایتل"
"496885503075823","09653294054","رایتل"
"147025436766734","09418451125","همراه اول"
"708076915084848","09138467521","ایرانسل"
"465759850472639","09884109529","همراه اول"
"368177241786396","09930229518","رایتل"
"95841260123733","09645935351","رایتل"
"119129077182557","09935421389","ایرانسل"
"903341165557724","09647646883","همراه اول"
"377753677663747","09568931363","همراه اول"
"211551632687088","09203479155","همراه اول"
"10588084651321","09737121212","همراه اول"
"303276819490983","09557453869","همراه اول"
"319740369272315","09995284901","ایرانسل"
"642465524749409","09390337893","ایرانسل"
"933929781366158","09891098445","ایرانسل"
"242339147687588","09301745300","ایرانسل"
"965478069569559","09886877472","ایرانسل"
"750005695230693","09305645374","همراه اول"
"82724633713970","09445345437","رایتل"
"746765825438095","09595804334","ایرانسل"
"826776185058600","09801584079","رایتل"
"467033522039269","09680539489","رایتل"
"95288794585960","09587293271","رایتل"
"106693951067536","09509559892","همراه اول"
"373030196826937","09861587548","رایتل"
"809967724436297","09863088198","همراه اول"
"61810587792930","09527296522","همراه اول"
"31457378562757","09364812695","همراه اول"
"598025751736889","09643789432","رایتل"
"41001859485846","09319406799","ایرانسل"
"453281880589128","09969036402","ایرانسل"
"892838771638843","09501211130","همراه اول"
"617650426767916","09931690937","ایرانسل"
"627715086854819","09903119479","رایتل"
"758294522090644","09664757274","رایتل"
"228109925239260","09665188608","ایرانسل"
"380420779616456","09533635527","رایتل"
"325063578303104","09601649477","همراه اول"
"750503365504063","09899766702","ایرانسل"
"910259469315513","09986424074","ایرانسل"
"346668458889513","09769666225","ایرانسل"
"796857365755506","09648373025","ایرانسل"
"64620920283092","09862256727","رایتل"
"639854144922264","09498834516","همراه اول"
"460892596921420","09596765671","رایتل"
"696658815716625","09803140603","رایتل"
"394145124682598","09970400333","رایتل"
"455668604880335","09205349484","رایتل"
"224086075851208","09168493396","ایرانسل"
"879720691813660","09206660007","رایتل"
"621670364116989","09252028441","ایرانسل"
